,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_iteration_list,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.1426473617553712,0.015371546207609733,0.0011004924774169922,0.00034072120112949673,relu,[68],1,0.1,"{'activation': <function relu at 0x177819c60>, 'hidden_layer_sizes': [68], 'iteration_list': 1, 'learning_rate': 0.1}",0.041164979243759045,0.05350929889114164,0.07525135924820592,0.05244569463978747,0.047191938903796,0.05391265418533801,0.0115353910195833,1,0.051491945770440486,0.04847675837681323,0.06464879908087683,0.04876610123145734,0.050023848783477654,0.052681490648613105,0.006077904181194837
1,1.1299770832061768,0.03522860413409323,0.0016004085540771485,0.0005355158677224058,relu,[68],2,0.1,"{'activation': <function relu at 0x177819c60>, 'hidden_layer_sizes': [68], 'iteration_list': 2, 'learning_rate': 0.1}",0.041164979243759045,0.05350929889114164,0.07525135924820592,0.05244569463978747,0.047191938903796,0.05391265418533801,0.0115353910195833,1,0.051491945770440486,0.04847675837681323,0.06464879908087683,0.04876610123145734,0.050023848783477654,0.052681490648613105,0.006077904181194837
2,1.1429380416870116,0.040505111732447446,0.0013365745544433594,0.0005527162229156149,relu,[68],4,0.1,"{'activation': <function relu at 0x177819c60>, 'hidden_layer_sizes': [68], 'iteration_list': 4, 'learning_rate': 0.1}",0.041164979243759045,0.05350929889114164,0.07525135924820592,0.05244569463978747,0.047191938903796,0.05391265418533801,0.0115353910195833,1,0.051491945770440486,0.04847675837681323,0.06464879908087683,0.04876610123145734,0.050023848783477654,0.052681490648613105,0.006077904181194837
3,1.088981294631958,0.0245008086010867,0.0011956214904785157,0.00048082532571760067,relu,[68],8,0.1,"{'activation': <function relu at 0x177819c60>, 'hidden_layer_sizes': [68], 'iteration_list': 8, 'learning_rate': 0.1}",0.041164979243759045,0.05350929889114164,0.07525135924820592,0.05244569463978747,0.047191938903796,0.05391265418533801,0.0115353910195833,1,0.051491945770440486,0.04847675837681323,0.06464879908087683,0.04876610123145734,0.050023848783477654,0.052681490648613105,0.006077904181194837
4,1.0828022956848145,0.013855777852398308,0.0011314868927001954,0.0003219063131979456,relu,[68],16,0.1,"{'activation': <function relu at 0x177819c60>, 'hidden_layer_sizes': [68], 'iteration_list': 16, 'learning_rate': 0.1}",0.041164979243759045,0.05350929889114164,0.07525135924820592,0.05244569463978747,0.047191938903796,0.05391265418533801,0.0115353910195833,1,0.051491945770440486,0.04847675837681323,0.06464879908087683,0.04876610123145734,0.050023848783477654,0.052681490648613105,0.006077904181194837
5,1.0754366397857666,0.014047164414551947,0.0012319564819335937,0.00035133766297280785,relu,[68],32,0.1,"{'activation': <function relu at 0x177819c60>, 'hidden_layer_sizes': [68], 'iteration_list': 32, 'learning_rate': 0.1}",0.041164979243759045,0.05350929889114164,0.07525135924820592,0.05244569463978747,0.047191938903796,0.05391265418533801,0.0115353910195833,1,0.051491945770440486,0.04847675837681323,0.06464879908087683,0.04876610123145734,0.050023848783477654,0.052681490648613105,0.006077904181194837
6,1.0809680461883544,0.012867541625263833,0.0010504722595214844,0.00035725641032914704,relu,[68],64,0.1,"{'activation': <function relu at 0x177819c60>, 'hidden_layer_sizes': [68], 'iteration_list': 64, 'learning_rate': 0.1}",0.041164979243759045,0.05350929889114164,0.07525135924820592,0.05244569463978747,0.047191938903796,0.05391265418533801,0.0115353910195833,1,0.051491945770440486,0.04847675837681323,0.06464879908087683,0.04876610123145734,0.050023848783477654,0.052681490648613105,0.006077904181194837
7,1.1079961776733398,0.02485625065034737,0.001108074188232422,0.00031034200516066884,relu,[68],128,0.1,"{'activation': <function relu at 0x177819c60>, 'hidden_layer_sizes': [68], 'iteration_list': 128, 'learning_rate': 0.1}",0.041164979243759045,0.05350929889114164,0.07525135924820592,0.05244569463978747,0.047191938903796,0.05391265418533801,0.0115353910195833,1,0.051491945770440486,0.04847675837681323,0.06464879908087683,0.04876610123145734,0.050023848783477654,0.052681490648613105,0.006077904181194837
8,1.0745903491973876,0.008746387450103747,0.0009181976318359375,8.834898265744363e-05,relu,[68],256,0.1,"{'activation': <function relu at 0x177819c60>, 'hidden_layer_sizes': [68], 'iteration_list': 256, 'learning_rate': 0.1}",0.041164979243759045,0.05350929889114164,0.07525135924820592,0.05244569463978747,0.047191938903796,0.05391265418533801,0.0115353910195833,1,0.051491945770440486,0.04847675837681323,0.06464879908087683,0.04876610123145734,0.050023848783477654,0.052681490648613105,0.006077904181194837
9,1.0983917236328125,0.028869467098796925,0.0010678768157958984,0.00011224193689016583,relu,[68],512,0.1,"{'activation': <function relu at 0x177819c60>, 'hidden_layer_sizes': [68], 'iteration_list': 512, 'learning_rate': 0.1}",0.041164979243759045,0.05350929889114164,0.07525135924820592,0.05244569463978747,0.047191938903796,0.05391265418533801,0.0115353910195833,1,0.051491945770440486,0.04847675837681323,0.06464879908087683,0.04876610123145734,0.050023848783477654,0.052681490648613105,0.006077904181194837
10,0.997950267791748,0.024223687295702935,0.000978231430053711,0.0004027066387824046,relu,[68],1024,0.1,"{'activation': <function relu at 0x177819c60>, 'hidden_layer_sizes': [68], 'iteration_list': 1024, 'learning_rate': 0.1}",0.041164979243759045,0.05350929889114164,0.07525135924820592,0.05244569463978747,0.047191938903796,0.05391265418533801,0.0115353910195833,1,0.051491945770440486,0.04847675837681323,0.06464879908087683,0.04876610123145734,0.050023848783477654,0.052681490648613105,0.006077904181194837
