,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_learning_rate,param_schedule,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,85.15087065696716,0.20481234849113372,0.002819061279296875,0.0005251372790205929,relu,[68],0.001,0.1,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.001, 'schedule': GeomDecay(init_temp=0.1, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
1,101.22600350379943,12.466371740002002,0.003313493728637695,0.0013569145344786893,relu,[68],0.001,1.0,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.001, 'schedule': GeomDecay(init_temp=1.0, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
2,111.23297710418701,1.5053478893263355,0.0024652004241943358,6.730390530444515e-05,relu,[68],0.001,5,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.001, 'schedule': GeomDecay(init_temp=5, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
3,109.0788652420044,0.14165218935380391,0.002514171600341797,0.00022530106131291277,relu,[68],0.001,10,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.001, 'schedule': GeomDecay(init_temp=10, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
4,109.93180537223816,0.23373162001939166,0.002382850646972656,0.00020314721381972737,relu,[68],0.001,100,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.001, 'schedule': GeomDecay(init_temp=100, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
5,110.46657996177673,0.13860913764886895,0.0024854660034179686,0.0002663135912766254,relu,[68],0.001,300,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.001, 'schedule': GeomDecay(init_temp=300, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
6,111.18784456253051,0.16902328655892193,0.0035873889923095704,0.0023385135380870827,relu,[68],0.001,1000,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.001, 'schedule': GeomDecay(init_temp=1000, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
7,112.11562695503235,0.187075374491219,0.0027439117431640623,0.00038413166280453994,relu,[68],0.001,3000,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.001, 'schedule': GeomDecay(init_temp=3000, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
8,112.3866021156311,0.24587320346847205,0.002658224105834961,0.0002641633357007193,relu,[68],0.01,0.1,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.01, 'schedule': GeomDecay(init_temp=0.1, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
9,113.02438974380493,0.17574384230108533,0.002431154251098633,8.381489770019466e-05,relu,[68],0.01,1.0,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.01, 'schedule': GeomDecay(init_temp=1.0, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
10,113.8901023387909,0.3096919647049659,0.0024925708770751954,0.00019277457137538916,relu,[68],0.01,5,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.01, 'schedule': GeomDecay(init_temp=5, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
11,114.09414372444152,0.28529887632866013,0.0025318145751953127,8.34690336055283e-05,relu,[68],0.01,10,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.01, 'schedule': GeomDecay(init_temp=10, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
12,114.44267535209656,0.6513282475579489,0.002671957015991211,0.00025311736269358737,relu,[68],0.01,100,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.01, 'schedule': GeomDecay(init_temp=100, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
13,114.481369638443,0.06937541656052047,0.0025053501129150392,3.708812319204619e-05,relu,[68],0.01,300,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.01, 'schedule': GeomDecay(init_temp=300, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
14,114.72026915550232,0.3582161645951955,0.0025680065155029297,0.00014901744831099568,relu,[68],0.01,1000,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.01, 'schedule': GeomDecay(init_temp=1000, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
15,115.20485339164733,0.3812524018270804,0.0024409770965576174,4.7034952374877905e-05,relu,[68],0.01,3000,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.01, 'schedule': GeomDecay(init_temp=3000, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
16,115.5450198173523,0.49895823442715825,0.0028195858001708986,0.0004134020422859861,relu,[68],0.03,0.1,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.03, 'schedule': GeomDecay(init_temp=0.1, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
17,114.85530891418458,0.27385355166639985,0.0028258323669433593,0.0007854254715468581,relu,[68],0.03,1.0,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.03, 'schedule': GeomDecay(init_temp=1.0, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
18,118.72272839546204,1.7787890095272108,0.002685213088989258,0.00020197628767664984,relu,[68],0.03,5,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.03, 'schedule': GeomDecay(init_temp=5, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
19,124.27382702827454,3.631837912324806,0.002706575393676758,0.00024412429836935442,relu,[68],0.03,10,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.03, 'schedule': GeomDecay(init_temp=10, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
20,128.60658049583435,0.3589631663041452,0.00279850959777832,0.00020552900680881274,relu,[68],0.03,100,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.03, 'schedule': GeomDecay(init_temp=100, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
21,120.40161385536194,0.36184166666751105,0.003308010101318359,0.0011577258132308948,relu,[68],0.03,300,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.03, 'schedule': GeomDecay(init_temp=300, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
22,117.09085168838502,2.6791017086218236,0.0024489402770996095,0.00019749583140576493,relu,[68],0.03,1000,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.03, 'schedule': GeomDecay(init_temp=1000, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
23,100.47257361412048,25.80673056258185,0.0015038490295410157,0.00036278191547984656,relu,[68],0.03,3000,"{'activation': <function relu at 0x16a265c60>, 'hidden_layer_sizes': [68], 'learning_rate': 0.03, 'schedule': GeomDecay(init_temp=3000, decay=0.99, min_temp=0.001)}",0.9700030048076923,0.9637065323876328,0.9712547200492838,0.9649890556597873,0.9574728572233596,0.9654852340255513,0.004925553295330328,1,0.963751019556739,0.9662424052887942,0.9684335691004131,0.9678093596091947,0.966875,0.9666222707110282,0.001621248588653731
